gene	Mesenchymal.progenitor_2	Mesenchymal.progenitor_8	Mesothelial_4	T.NK_20	Mesothelial_18	T.NK_11	Mesothelial_1	T.NK_22	T.NK_3	Monocyte.Macrophage_15	Mesothelial_13	T.NK_17	T.NK_19	B.cells_16	Endothelial_9	Neutrophils_5	Noise_7	Tumor_HGSOC_14	Mast.cells_25	EMT_24	T.NK_23	Lymphatic.endothelial_6	Plasma_21	T.NK_12	Plasmacytoid.dendritic_10
UBR4	0	0	0	0.0051	2e-04	0.0039	1e-04	0.0172	0.0026	0.0237	0.0012	1e-04	0.006	0.0136	0.0019	0.0027	0	0.0015	0.0336	8e-04	0.0019	0	0	0.0012	0.0659
EMC1	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	4e-04	0	0	0	0	0
MRTO4	0.0304	0.0078	0.0164	1e-04	0.0117	6e-04	0.0018	7e-04	0	0.0027	0.0074	0	0.001	0.0021	0.0276	0	0	0.0894	0	0.0265	0	0.019	0.0028	4e-04	0.0122
AKR7A2	0.2488	0.2448	0.1996	0.0271	0.4108	0.0204	0.4751	0.0731	0.0453	0.0475	0.1154	0.0131	0.0189	0.0967	0.095	0.0063	0.0979	0.3149	0.0911	0.1151	0.0352	0.1778	0.046	0.0121	0.2805
SLC66A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPZB	0.7117	1.0627	0.3635	1.1644	0.5688	0.9798	0.6048	1.2087	1.3002	1.3852	0.3796	1.0443	1.1519	0.9216	0.982	0.8167	0.549	0.6827	0.9568	1.0803	1.1933	1.3238	0.2608	1.1242	0.9415
MICOS10	0.8183	1.0148	0.9119	0.9662	1.0236	0.8639	1.0271	0.9767	1.1175	0.9887	0.4592	1.032	1.076	0.9131	0.8684	0.4335	0.5668	1.7089	1.2734	1.1598	1.1742	1.1841	0.848	1.0452	0.6634
NBL1	1.0495	0.8526	0.1339	0.0073	0.2019	0.014	0.1652	0.016	0.027	0	0.0917	0.0052	0.0099	4e-04	0.1585	0.0117	0.089	0.0166	0.0767	1.3391	0.0019	0.3238	0.007	0.0899	0
TMCO4	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
OTUD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
PLA2G2A	0.8982	0.957	3.4406	0.1275	4.2806	0.1989	2.6737	0.1356	0.2805	0	2.9406	0.1582	0	0	0	0.2939	1.4154	0.0312	0.3789	0.7789	0	0	0	0	0
PLA2G5	0.0015	0.0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBXN10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-04	0	0	0	0	0	0	0
CAMK2N1	0.7386	1.215	0.0026	0.0148	0	0.0068	2e-04	0.006	0.0424	0	0.0109	0.0016	0.001	4e-04	0	0.0057	0.0593	0.0128	0.0312	0.1292	0.0068	0	0	0	0
MUL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
FAM43B	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDA	0	0.0041	0	1e-04	0	2e-04	0	0	0	0.1086	0	0	0	0	0.0642	0.4977	0.0089	0.0026	0	0	0	0.0032	0.0014	0	0
PINK1	0.0158	0.3482	1e-04	0	0.0031	0	0.0027	0	0	0.003	0.0012	0	0	0	0.1264	0.0046	0.003	0.0666	0	0.0174	0	0.0381	0.0391	0	0
DDOST	0.5807	0.6085	0.4278	0.3281	0.8456	0.1793	0.6977	0.5316	0.4417	0.2388	0.3636	0.2615	0.2895	0.3847	0.4698	0.0656	0.2285	0.8676	0.5492	0.3797	0.567	0.5302	1.9052	0.1085	0.8146
HP1BP3	1.0524	1.0459	0.8716	1.1511	0.8019	1.0799	0.9291	1.1463	1.2112	0.5862	1.0315	1.0263	1.0521	1.0362	0.9756	0.4635	0.7656	0.6714	0.6835	0.9656	1.2088	1.2476	0.6932	1.05	0.9049
EIF4G3	0.0354	0.0552	0.0138	0.0096	0.0627	0.0274	0.0163	0.0641	0.003	0.2229	0.1154	0.0031	0.0114	0.0388	0.1733	0.0055	0.0267	0.1108	0.0216	0.0787	0.0025	0.1714	0.0098	0.0105	0.2512
ECE1	0.0047	0.1194	1e-04	9e-04	0	4e-04	1e-04	9e-04	0	0.0236	0.0035	3e-04	0.001	0.0047	0.9872	0.0412	0.003	0.0762	0	0.0153	0	0.5841	0.0084	0	0.0122
NBPF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAP1GAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0346	0	0	0	0	0	0	0
USP48	0.0047	0.0036	2e-04	0.0141	0.0028	0.0367	9e-04	0.016	0.018	0.0119	0.0047	0.0153	0.3769	0.0686	0.0064	0.0164	0.0089	0.1362	0.0624	0.0112	0.0056	0.1683	0.8089	0.0286	0.1195
LDLRAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPG2	1.3881	1.1966	0.0075	0.0052	0	0.0294	0.0115	0.0078	0.0087	0	0.0521	0.0012	0.004	0.0124	2.8228	0.0257	0.0772	0.1994	0.012	0.429	0.0401	0.8286	0.0056	0	0
CDC42	1.3021	1.6098	1.2836	2.5758	1.3654	2.0483	1.3883	2.9121	2.7176	2.5301	1.3225	2.3584	2.4598	2.6025	2.31	1.9276	1.3412	1.3587	2.3861	1.4865	2.6436	2.7619	1.2594	2.0012	1.6756
ZBTB40	1e-04	0	0	0	0	9e-04	0	2e-04	0	0	4e-04	0	0	0	0	0	0	0	0	0	0	0	0.0126	0	0
C1QA	0	0	0	7e-04	0	0.0046	0	0.0016	0	3.4881	0	0.0074	0	0.0886	0	0.0391	0.0208	0	0	0	0	0	0	0.0065	0
C1QB	0	0	0	0.003	0	0.0057	0	0.0031	0	3.5374	0	0.0097	0	0.0971	0	0.0448	0.0267	0	0	0	0	0	0	0.004	0
EPHB2	2e-04	3e-04	0	0	0.0014	0	0	0	0	5e-04	4e-04	0	0	0	0	0	0	0.0223	0	8e-04	0	0	0	0	0
KDM1A	2e-04	0	0	0	3e-04	0	0	0.0012	0	0	4e-04	0	0	0.0047	0.0128	0	0.003	0.1425	0.0695	0.0037	0	0.0032	0	8e-04	0.078
LUZP1	0.0158	0.0264	0.0272	0.3942	0.0165	0.2719	0.0063	0.213	0.3273	0.0513	0.0723	0.5003	0.5596	0.0196	0.7317	0.0036	0.0386	0.0684	0.0815	0.1023	0.0896	0.8508	0.0014	0.1464	0.0341
HNRNPR	0.6915	0.8526	0.9654	0.9996	0.8004	0.8819	0.9053	1.0131	1.0108	0.5603	0.9211	0.9616	1.0531	0.9757	0.8774	0.1685	0.5223	1.066	0.7722	0.6986	1.0272	0.9492	0.7197	1.0109	1.022
ZNF436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	0	0	0	0	0	0	0	0	0	0
TCEA3	7e-04	0	2e-04	0	0.0375	0	0.0048	0	0	0	0.0016	0	0	0	0	0	0.0059	0.0188	0	0	0	0	0	0	0
ASAP3	1e-04	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	8e-04	0	0	0	0	0
ID3	1.5767	1.0215	1.6018	0.1393	1.7328	0.3339	1.6503	0.1787	0.2985	0.0828	1.4227	0.1396	0.2835	0.3144	2.4608	0.2092	0.7151	0.0946	0.3573	1.4062	0.2137	2.8508	0	0.1738	0
ELOA	8e-04	0.0026	0.015	0.003	0.008	2e-04	0.001	0.0057	0	5e-04	0.0085	0	0	0.0413	0.0039	0	0	0.02	0	0.0021	0	0.0603	0.0028	0	0.1439
PITHD1	0.1601	0.0782	0.1299	0.2911	0.1155	0.1076	0.1872	0.2623	0.3209	0.0205	0.0614	0.3032	0.0924	0.3242	0.1386	0.0085	0.0653	0.1607	0.1799	0.0373	0.6905	0.2444	0.0432	0.0109	0.0683
LYPLA2	0	0	0	0	0	0	0	0.0022	0	1e-04	0	0	0.001	0	0.0039	0	0	0.0834	0	0	0	0.0032	0	0	0
GALE	0	0	1e-04	0	0	2e-04	0	2e-04	0	0	0.0035	0	0	0	0	0	0.0059	0.1458	0	0	0	0	0	0	0
HMGCL	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0
FUCA1	0.0019	3e-04	6e-04	4e-04	0.0116	0	0.0024	2e-04	0	0.3305	4e-04	0	0	0	0.0026	0.0027	0.003	0.0396	0.0024	0.0029	0	0	0	0	0
PNRC2	0.7548	0.8368	1.0103	0.8763	0.8513	0.7193	0.8513	0.838	0.83	0.6438	0.9922	0.8894	0.7646	0.9075	1.0436	0.263	0.6172	0.5003	0.5755	0.6865	0.8789	0.8413	0.0586	0.6573	0.7854
SRSF10	0.6094	0.5767	0.9888	0.9494	0.8364	1.0274	0.8691	0.9243	0.982	0.4389	1.2009	0.91	0.9042	1.1219	0.9852	0.2445	0.6766	0.8465	0.7842	0.807	1.1044	0.8952	0.3305	0.8407	0.9146
IL22RA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFNLR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRHL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STPG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIPAL3	0	0	0	1e-04	0	0	0	0.0026	3e-04	0	0	1e-04	5e-04	0	0.0013	0.0011	0	0.0014	0	0	0	0	0	0	0
RCAN3	0	0	7e-04	0.5583	0	0.5839	0	0.108	0.9484	0	0	0.7219	0.7746	0.0371	0	0.0128	0.1602	0.0118	0.0144	0	0.9314	0.0095	0.0056	0.1581	0.0146
SRRM1	0.903	0.9412	1.092	1.7729	0.8822	1.308	1.1621	1.6964	1.6145	0.9022	1.1053	1.4615	1.3491	1.6591	1.0591	0.6097	0.9822	0.8597	1.1703	0.7557	1.8993	1.1651	0.6764	1.2448	1.7878
CLIC4	0.3254	0.4334	1.1172	0.0527	1.2612	0.0777	0.7303	0.0712	0.1027	0.195	1.1904	0.0528	0.0089	0.0835	0.88	0.1672	0.362	0.1019	0.2158	0.8	0.034	0.254	0.7155	4e-04	0.0146
RUNX3	0	0	0.0029	1.9571	0	0.7974	0	1.9504	1.2705	0.037	0	0.9546	0.8143	0.2446	0	0.091	0.365	0	0.1199	0	0.3552	0	0	0.9403	0
SYF2	0.5582	0.7282	0.8456	0.9827	0.77	0.8797	1.0558	0.9748	1.0022	0.4393	0.6904	0.9457	1.0318	1.196	0.8556	0.3346	0.5579	0.7819	0.6523	0.4153	1.4132	0.8381	0.3054	0.8109	1.0024
RSRP1	1.0955	1.137	1.0203	1.9643	0.845	2.1098	1.0499	1.903	2.0488	0.886	1.9258	1.6359	1.351	1.7209	1.7895	0.7766	1.0564	0.4955	0.9161	1.1375	1.924	2.0762	0.9498	1.223	1.1756
RHD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM50A	1.247	1.3023	0.7239	1.1484	0.8615	0.8815	0.9427	1.0956	1.145	0.8521	0.5921	1.001	1.1231	0.7346	1.0308	0.631	0.6558	0.8006	0.9185	0.7449	0.903	1.7746	0.9386	1.0653	1.3122
MACO1	0	0	0	0.0201	0	0.0011	0	0.0153	0.014	9e-04	0	0.0098	0.003	9e-04	0.0148	0.0011	0	0.0036	0.0336	0	0.0043	0.0508	0.0098	0	0.2366
LDLRAP1	0	0	0	1e-04	0	0	0	2e-04	0.0024	0	0	0	0	0	0	0	0	0	0	0	0.0649	0	0	0	0
MAN1C1	0.1473	0.0495	0	0	0.0244	0	0.0014	0	0	0.0078	0.0027	0	0	0	0.0032	0	0.003	0	0	0.0041	0	0.0063	0	0	0
SELENON	8e-04	0.0026	0	0	0.0012	0	0	0	0	4e-04	0	0	0	0	0.3273	0	0	0.0072	0	0.0046	0	0.5365	0	0	0
MTFR1L	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	3e-04	0	0.0137	0	0	0	0	0
PAQR7	0	0	0	0	3e-04	0	0	0	0	0	4e-04	0	0	0	0	0	0.003	5e-04	0	0	0	0	0	0	0
STMN1	0	0	0.4264	0.1995	0.3726	0.1115	0.4489	0.2254	0.1177	0.195	0.2207	0.0785	0.1624	0.1457	0.4326	0.0224	0.0801	1.7766	0.7914	0.1714	0.1939	2.2317	0.1255	0.3665	1.4073
PAFAH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0
PDIK1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0
ZNF593	0.1172	0.0666	0.2106	0.0099	0.2803	0.0037	0.1761	0.0117	0.028	0.0077	0.101	0.0027	0.0065	0.026	0.0712	0.0057	0.0445	0.5198	0.0336	0.0708	0.0642	0.0571	0.1967	0.0012	0.0049
CNKSR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0	0	0	0	0	0
CEP85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3BGRL3	0.9913	3.364	0.3917	5.0084	0.1161	3.0487	0.2639	5.5828	4.5992	5.6357	0	4.1095	4.3928	2.7047	1.5693	2.4594	1.5697	1.178	3.8945	1.4667	3.0945	1.781	0.9219	4.7851	1.839
UBXN11	0	0	0	0	0	0	0	0	0	0.1137	0	0	0	0	0	0.0019	0	0.001	0	0	0	0	0	0	0
CD52	0	0	0	2.5704	0	1.9252	0	2.8976	2.8223	0.6357	0	2.646	2.6415	4.6336	0	0.2953	0.7062	0	0.8849	0	2.8857	0	0.1144	2.4794	0.0512
DHDDS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0.0011	0	2e-04	0.0024	0	0	0	0.0056	0	0
HMGN2	1.123	1.0433	1.2751	1.2517	1.5497	1.115	1.6356	1.305	1.3205	1.1858	1.1643	1.0967	1.4856	1.7397	0.8485	0.6192	0.9407	2.3264	1.2806	1.1946	1.6337	1.0857	0.728	1.427	1.6976
ARID1A	0.0224	0.0161	0.0353	0.2201	0.0372	0.2248	0.0131	0.3264	0.2907	0.2292	0.1908	0.112	0.077	0.274	0.1149	0.1213	0.0623	0.1677	0.259	0.0687	0.3088	0.1111	0.0098	0.0149	0.1537
PIGV	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC18	1e-04	0	0	2e-04	0	2e-04	0	0.0017	7e-04	0.0086	0	0	0.002	0	0.0013	0.0626	0	0.0022	0	0	0	0	0	8e-04	0
SFN	0	0	3e-04	0	3e-04	0	1e-04	0	0	0	0.0101	0	0	0	0	8e-04	0.0178	0.1444	0	0	0	0	0	0	0
GPN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0.0046	0	0	0	0	0	0	0
GPATCH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDC	0.6449	0.7668	0.5787	0.468	0.7234	0.3666	0.7809	0.5349	0.4377	0.1777	0.3174	0.3052	0.6092	0.4614	0.5969	0.0809	0.27	0.9147	0.5899	0.3313	0.6658	0.673	0.3026	0.5661	0.6
TRNP1	3e-04	0	0.1086	0	0.4092	0	0.1882	0	0	0	0.1239	0	0	0	0	0	0.0326	0.0116	0	0.0037	0	0	0	0	0
TENT5B	0	0	0	0	3e-04	0	0	0	0	0	4e-04	0	0	0	0	0	0.003	0.0029	0	0	0	0	0	0	0
SLC9A1	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDTC1	0	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM222	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0
SYTL1	0	0	0	0.0238	0	0.02	0	0.1873	0.0242	0.0159	4e-04	0	0.0035	0.023	0	0	0	0.0029	0	0	0.0056	0	0.1771	4e-04	0.0049
MAP3K6	2e-04	8e-04	0	0	0	0	0	0	0	4e-04	0	0	0	0	0.0103	0	0	0	0	0	0	0	0	0	0
WASF2	1.0921	1.1788	0.6891	0.8301	0.5079	0.7634	0.8151	0.8999	0.9778	1.182	0.5726	0.7772	0.863	1.0234	1.3729	0.4608	0.5549	0.5666	0.5971	0.593	1.2038	1.5175	0.1841	0.3556	0.8829
AHDC1	0.0025	0	0.0054	0	0.0082	0	0.0062	0.0028	0	0	0.0144	0	0	0	0.0032	0	0.003	0.029	0	0.0021	0	0.0349	0	0	0
FGR	0	0	0	3e-04	0	0.0024	0	0.0198	0	0.6199	0	0	0	0	0.0122	0.1852	0	3e-04	0.0072	0	0	0	0	0	0
IFI6	0.2642	0.6681	0.2112	0.6358	0.9951	0.3373	0.4481	0.2771	0.1807	1.0286	0.2599	0.4297	1.352	0.0695	1.0051	0.2666	0.178	0.8359	0.3333	0.9143	0.2007	0.4381	1.834	1.1984	0.1268
FAM76A	0.0695	0.0166	0	0	0	0	0	0.001	0	3e-04	0	0	0	0.0021	0.0026	0	0	9e-04	0	0.0017	0	0.0635	0	0	0
STX12	0.3291	0.7345	0.0041	0.0351	0.004	0.04	0.0034	0.0317	0.0345	0.3125	0.0513	0.03	0.0204	0.1304	0.7356	0.012	0.0267	0.0212	0.0048	0.1499	0.0284	0.4127	0.0167	0.0012	0.1
PPP1R8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0.0073
THEMIS2	0	0	0	0.0014	0	0.0024	0	0.0543	0	0.7227	0.0023	0	5e-04	0.2902	0	0.1538	0.003	0.0523	0.0096	0	0	0	0.5397	4e-04	2.2195
RPA2	0.0036	0.0018	0	0.0233	0.0048	0.0057	0.0112	0.1272	0.0055	0.0032	8e-04	3e-04	0.006	0.395	0.0077	0.0011	0.0059	0.0803	0.0024	4e-04	0.0309	0.0063	0.0056	0.0125	0.1195
SMPDL3B	0	0	0	0	9e-04	0	0	0	0	0	0	0	0	0	0	0	0	0.062	0	0	0	0	0.0586	0	0
XKR8	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	6e-04	0.0014	0	0	0	0	0	0	0.0014	0	0
EYA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0.001	0	0	0	0	0	0	0.0195
PTAFR	0	0	0	2e-04	0	4e-04	0	5e-04	0	0.2009	0	0	0	0	0.0026	0.012	0	2e-04	0.0552	0	0	0	0	0	0
DNAJC8	0.679	0.8604	0.4504	0.9967	0.4673	0.7037	0.5564	0.9916	1.0159	0.5756	0.2238	0.9346	1.0273	1.0004	0.8235	0.18	0.4273	0.6161	0.7698	0.5487	1.1032	0.9111	0.2678	1.0089	1.0122
ATP5IF1	0.7468	0.8655	0.8176	1.5657	0.8268	1.1657	1.1155	1.3214	1.4807	0.5836	0.533	1.3223	1.78	1.1645	0.9852	0.5307	0.8131	1.8235	1.048	0.6853	1.9901	1.4254	1.7629	1.5008	0.6683
SESN2	9e-04	0	0	0.001	0	0.0018	0	0	0	0.0928	0.0027	0	5e-04	0	0.0013	0.083	0	0	0	4e-04	0.0019	0	0	0	0
MED18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHACTR4	5e-04	0	8e-04	0.0071	0.002	0.016	1e-04	0.0169	0.0109	0.1117	0.012	0.0022	0.0065	0.0239	0.2677	0.0022	0.0148	0.3767	0.1727	0.0054	0.0031	0.273	0.0181	0.0028	0.1293
RCC1	0	0	1e-04	0	2e-04	0	0	2e-04	0	0.0012	0.0016	0	0	0	0.0135	0	0	0.0324	0	8e-04	0	0	0	0	0
TRNAU1AP	0	3e-04	0	0.0014	2e-04	9e-04	0	0.0041	0	0.0012	4e-04	0	5e-04	0	0.0013	0	0.003	0.0478	0	0.0025	0	0.0254	0	0	0
TAF12	0.0012	5e-04	4e-04	3e-04	0.0036	0	0.0095	0.0022	0	0.0012	0	0	5e-04	0.0038	0.0013	3e-04	0.003	0.0574	0	8e-04	0	0.0095	0.0167	0	0
RAB42	0	0	0	0	0	0	0	0	0	0.0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GMEB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	0.0065	0	0	0	0	0	0	0
YTHDF2	0.1975	0.2378	0.3319	0.2047	0.5083	0.1199	0.2964	0.1663	0.2344	0.0766	0.4584	0.1999	0.136	0.5501	0.595	0.0303	0.1306	0.4194	0.2566	0.1371	0.6992	0.5873	0.0237	0.0149	0.5317
EPB41	0	0	4e-04	0.5499	0.0032	0.4875	0.0015	0.3929	0.6333	0.0123	0.0264	0.5286	0.4424	0.4167	0.0083	0.0792	0.3412	0.0175	0.0072	0	0.8728	0.0032	0.0363	0.0589	0.2073
TMEM200B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRSF4	0.3721	0.485	0.6187	0.7088	0.5463	0.6328	0.5631	0.6693	0.7135	0.3675	0.9425	0.5699	0.8232	0.7094	1.2606	0.1855	0.3531	0.3966	0.3525	0.4447	0.8264	0.8667	0.2929	0.5274	0.661
MECR	2e-04	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	7e-04	0	0	0	0	0	0	0
PTPRU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	4e-04	0	0	0	0	0
MATN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAPTM5	0	0	0.0047	1.0897	0	1.0215	0	0.9517	1.2035	3.9222	0	1.233	1.1768	3.8892	0.018	1.9003	0.2908	0	1.0576	0	1.7455	1.1429	0.2343	0.8516	2.1561
SDC3	1e-04	0	0	1e-04	0	4e-04	0	2e-04	0	0.3338	0	0	0	0	0.0051	0.0011	0	0.0086	0.0024	0	0	0.0476	0	0	0
PUM1	0.1795	0.1806	0.1729	0.304	0.2107	0.2974	0.2311	0.264	0.2723	0.2821	0.3737	0.1847	0.2845	0.3937	0.3543	0.0486	0.2136	0.4847	0.1871	0.2219	0.4614	0.2794	0.046	0.1157	0.6683
SNRNP40	3e-04	0	0	0.0049	0	0.0022	0	0.0079	8e-04	0.0032	0	0	0.0035	0.0085	0.018	0	0	0.0759	0.0312	0.0021	0.0012	0.0571	0.0014	0.0065	0.0049
ZCCHC17	2e-04	0.0026	0	7e-04	0	0	1e-04	0.0271	0	0.0011	0	0	5e-04	0.0047	0.0257	0	0	0.0889	0.0264	8e-04	0	0.0794	0.0056	0.0012	0.0024
FABP3	0.0018	0.0679	0	0	3e-04	0	0	0	0	0.0061	0	0	0	0	0	0	0	0.0034	0	0.0062	0	0	0	0	0.0024
SERINC2	1e-04	0	0	0	0	0	1e-04	0	0	0	0.0031	0	0	0	0	3e-04	0.0059	0.056	0	0.0174	0	0	0	0	0
TINAGL1	4e-04	0	4e-04	0	0.0019	0	2e-04	0	0	8e-04	0.0016	0	0	0	0.7471	0	0.0059	0.128	0	0.0853	0	0.3587	0.0014	0	0.0024
PEF1	1e-04	5e-04	0	2e-04	0.0051	0	0.0011	3e-04	1e-04	0.0027	0.0019	0	5e-04	0.0085	0.1579	0	0.003	0.0511	0.0072	8e-04	0	0.1714	0	0	0
COL16A1	0.2195	0.0681	1e-04	0	2e-04	0	1e-04	0	0	0	0.0039	0	0	0	0	0	0	2e-04	0	0.1954	0	0	0	0	0
ADGRB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0
PTP4A2	0.7359	0.9803	1.1509	1.657	1.3805	1.1923	1.4089	1.4737	1.4052	1.2901	1.2545	1.186	1.1604	1.0682	0.9089	0.9451	1.0593	1.2277	1.1319	0.7992	1.1538	1.0286	1.0279	1.0633	1.0463
KHDRBS1	0.7199	0.7858	0.9929	0.8679	0.8776	0.7494	0.9142	0.8516	0.8792	0.6937	0.9324	0.8962	0.9414	0.9523	1.0443	0.2513	0.457	0.9625	0.976	0.5992	0.9722	0.9238	0.1548	0.5097	1.0024
TMEM39B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	5e-04	0	0	0	0	0	0	0
KPNA6	0.0031	0.0028	0.0336	0.0202	0.0247	0.0072	0.0151	0.041	0.003	0.0061	0.061	9e-04	0.0074	0.0047	0.0353	0.0036	0.0148	0.1443	0	0.0128	0.0031	0.0127	0.0014	0	0.0585
TXLNA	0.0681	0.0355	0.001	0.0011	0.0028	0.0013	0.001	5e-04	0	0.0082	0.0392	0	0.001	0	0.1008	5e-04	0	0.0086	0.0072	0.0219	0.0012	0.0762	0	4e-04	0
CCDC28B	2e-04	3e-04	0	0	2e-04	0	0	0.0021	0	0.0013	0	0	0	0	0	0	0	7e-04	0	4e-04	0	0	0	0	0
IQCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
EIF3I	0.7759	0.8801	0.8236	0.5414	0.9163	0.4304	0.9137	0.6385	0.7241	0.4512	0.4977	0.8107	0.8108	0.8658	1.2285	0.1874	0.4688	1.147	0.6163	0.5346	1.0025	1.0286	0.6653	0.3431	0.8512
FAM167B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233	0	0	2e-04	0	0	0	0.0095	0	0	0
LCK	0	0	9e-04	0.681	0	0.4274	1e-04	0.5785	0.4887	0	0	0.4481	0.9076	0.0077	0	0.0063	0.0682	0.0084	0	0	0.693	0	0.0028	0.7794	0
HDAC1	0	0	3e-04	0.0301	0	0.0031	0	0.1063	0.0174	0.0073	0	9e-04	0.0313	0.239	0.0379	0	0.0059	0.3166	0.0288	8e-04	0.0173	0.2794	0.0084	0.006	0.0927
MARCKSL1	0.4858	0.0697	0.8614	0.2084	0.7663	0.2226	0.7385	0.1444	0.2503	0.3189	0.8139	0.1521	0.0551	0.994	1.3517	0.1404	0.3294	1.6445	0.3669	0.8712	0.2897	2.2952	0.0418	0.0141	0.3927
FAM229A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BSDC1	0.0036	0.001	0.0133	0.011	0.0647	0.0355	0.1125	0.0202	0.0366	0.0031	0.0835	0.011	0.0169	0.0435	0.0148	0	0.0178	0.0622	0.012	0.0228	0.0395	0.0476	0	0	0.0268
ZBTB8B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB8A	0.0025	0.0104	2e-04	0	0.0091	0	0.0026	0	0	0	4e-04	0	0	0	0.0186	0	0.003	0.0045	0	0.0046	0	0.0032	0	0	0
ZBTB8OS	2e-04	5e-04	0.0011	0.0229	0.0037	0.0114	3e-04	0.0734	0.0032	0.072	0.0043	0.0155	0.0655	0.0418	0.0064	0.0027	0.0059	0.2772	0	0.0041	0.0019	0.0286	0.834	0.1165	0.4171
